Document_No,Topic_Num,Topic_Perc_Contrib,Keywords,Text,Title,url
137259,13.0,0.7842000126838684,"group, high, risk, age, patient, mortality, compare, year, outcome, rate",obesity is associated with severe covid‐19 outcomes yet it unclear whether the risk of covid‐19 mortality associated with obesity is similar between the sexes we used data from the uk biobank to assess the risk of covid‐19 mortality associated with various anthropometric measures in women and men to put these results in context we also compared these estimates with those for mortality from influenzapneumonia and coronary heart disease (chd) the analyses included 502493 individuals (54% women) of whom 410 (36% women) died of covid‐19 549 (36% women) died of influenzapneumonia and 3355 (19% women) died of chd a higher bmi waist circumference waist‐to‐hip ratio and waist‐to‐height ratio were each associated with a greater risk of death from covid‐19 influenzapneumonia and chd in both sexes with the exception of the association between higher bmi and the risk of influenzapneumonia death in men a higher bmi was associated with a stronger risk of covid‐19 mortality in women than men; the women‐to‐men ratio of hazard ratios was 120 (95% confidence interval 100; 143) this study demonstrates the role of obesity in covid‐19 mortality and shows that the relative effects of a higher bmi on covid‐19 mortality may be stronger in women than men this article is protected by copyright all rights reserved,Obesity as a risk factor for COVID‐19 mortality in women and men in the UK Biobank: comparisons with influenza/pneumonia and coronary heart disease,https://www.ncbi.nlm.nih.gov/pubmed/32969132/; https://doi.org/10.1111/dom.14199
122844,13.0,0.7836999893188477,"group, high, risk, age, patient, mortality, compare, year, outcome, rate",background preliminary data from different cohorts of small sample size or with short follow‐up indicate poorer prognosis in people with obesity compared to other patients this study aims to precisely describe the strength of association between obesity in patients hospitalised with covid‐19 and mortality and clarify the risk according to usual cardiometabolic risk factors in a large cohort methods this is a prospective cohort study including 5795 patients aged 18‐79 years hospitalized from 1(st) february 2020 to 30 april 2020 in paris area with confirmed infection by sars‐cov‐2 adjusted regression models were used to estimate the odds ratios (or) and 95% confidence intervals (95% ci) for mortality rate at 30 days across bmi classes without and with imputation for missing bmi results 891 deaths occurred at 30 days mortality was significantly raised in people with obesity with the following or in bmi 30‐35 35‐40 and >40 kgm(2) 189 (95%ci 145‐247) 279 (195‐397) and 255 (162‐395) respectively (185‐25 kgm(2) as the reference class) this increase holds for all age classes conclusion obesity doubles mortality in patients hospitalized with covid‐19,"Obesity doubles mortality in patients hospitalized for SARS‐CoV‐2 in Paris hospitals, France: a cohort study on 5795 patients",https://www.ncbi.nlm.nih.gov/pubmed/32815621/; https://doi.org/10.1002/oby.23014
169524,13.0,0.7789000272750854,"group, high, risk, age, patient, mortality, compare, year, outcome, rate",previous studies have reported the association of obesity with increased morbidity or mortality due to the coronavirus disease 2019 (covid-19) this study aims to investigate the relationship of obesity as defined by the body mass index (bmi) with morbidity and mortality due to covid-19 data from 5628 confirmed covid-19 patients were collected by the centers for disease control and prevention of korea the hazard ratios (hrs) for mortality in the bmi groups were analyzed using the cox proportional hazard model adjusted for covariates the odds ratios (ors) of morbidity and diabetes in the bmi groups were analyzed using logistic regression adjusted for the same covariates both underweight and obesity were associated with a higher hr for mortality (adjusted hr = 228 95% confidence intervals [95% ci] = 123–425 p = 0009 for underweight and adjusted hr = 171 95% ci = 110–266 p = 0017 for obese) obesity was related to higher odds of morbidity (adjusted or = 171 95% ci = 132–221 p < 0001) underweight and obesity were associated with high mortality andor morbidity due to covid-19 in korea,Analysis of Mortality and Morbidity in COVID-19 Patients with Obesity Using Clinical Epidemiological Data from the Korean Center for Disease Control & Prevention,https://www.ncbi.nlm.nih.gov/pubmed/33327389/; https://doi.org/10.3390/ijerph17249336
256265,13.0,0.7766000032424927,"group, high, risk, age, patient, mortality, compare, year, outcome, rate",it has been demonstrated that obesity is an independent risk factor for worse outcomes in patients with covid-19 our objectives were to investigate which classes of obesity are associated with higher in-hospital mortality and to assess the association between obesity and systemic inflammation this was a retrospective study which included consecutive hospitalized patients with covid-19 in a tertiary center three thousand five hundred thirty patients were included in this analysis (female sex 1579 median age 65 years) the median body mass index (bmi) was 288 kgm(2) in the overall cohort a j-shaped association between bmi and in-hospital mortality was depicted in the subgroup of men bmi 35–399 kgm(2) and bmi ≥40 kgm(2) were found to have significant association with higher in-hospital mortality while only bmi ≥40 kgm(2) was found significant in the subgroup of women no significant association between bmi and il-6 was noted obesity classes ii and iii in men and obesity class iii in women were independently associated with higher in-hospital mortality in patients with covid-19 the male population with severe obesity was the one that mainly drove this association no significant association between bmi and il-6 was noted supplementary information the online version contains supplementary material available at 101007s10096-021-04260-z,"Sex-specific impact of severe obesity in the outcomes of hospitalized patients with COVID-19: a large retrospective study from the Bronx, New York",https://www.ncbi.nlm.nih.gov/pubmed/33956286/; https://doi.org/10.1007/s10096-021-04260-z
167623,13.0,0.7727000117301941,"group, high, risk, age, patient, mortality, compare, year, outcome, rate",background and aims aim of the present study is to determine the role of obesity as a risk factor for coronavirus disease-19 (covid-19) hospitalization methods and results this observational study was performed using istituto superiore di sanità (iss) tuscany covid-19 database by the agenzia regionale sanità (ars) including all covid-19 cases registered until april 30th 2020 with reported information on chronic diseases the principal outcome was hospitalization an age and gender-adjusted logistic regression model was used to assess the association of clinical and demographic characteristics with hospitalization further multivariate models were applied of 4481 included subjects (369% aged over 70 years) 1907 (426%) were admitted to hospital obesity was associated with hospitalization after adjusting for age and gender the association of obesity with hospitalization retained statistical significance in a fully adjusted model including possible confounders (or 299 [ic 95% 204-437]) the effect of obesity was more evident in younger (<70 years) than in older (≥70 years) subjects conclusions the present data confirm that obesity is associated with an increased risk of hospitalization in patients with covid-19 interestingly the association of obesity with hospitalization was greater in younger (<70 years) patients,Obesity as a risk factor for hospitalization in COronaVirus Disease-19 (COVID-19) patients: analysis of the Tuscany regional database,https://www.sciencedirect.com/science/article/pii/S093947532030507X?v=s5; https://doi.org/10.1016/j.numecd.2020.11.030; https://api.elsevier.com/content/article/pii/S093947532030507X; https://www.ncbi.nlm.nih.gov/pubmed/33549434/
217047,13.0,0.7724999785423279,"group, high, risk, age, patient, mortality, compare, year, outcome, rate",background muscle strength has been associated with a wide range of health outcomes yet whether individuals with weaker strength are more at risk for severe covid-19 is still unclear the objective of this study was to investigate the independent association between muscle strength and covid-19 hospitalization methods data from 3600 adults 50 years of age and older were analyzed using logistic models adjusted for several chronic conditions body mass index age and sex hand grip strength was repeatedly measured between 2004 and 2017 using a handheld dynamometer covid-19 hospitalization during the lockdown was self-reported in summer 2020 and was used an indicator of covid-19 severity results results showed that higher grip strength was associated with a lower risk of covid-19 hospitalization (adjusted odds ratio [or] per increase of 1 sd in grip strength = 64 95% confidence interval [95% ci] = 45-87 p = 015) results also showed that age (or for a 10-year period = 170 95% ci = 132-220 p < 001) and obesity (or = 201 95% ci = 100-369 p = 025) was associated with higher risk of covid-19 hospitalization sensitivity analyses using different measures of grip strength and robustness analyses based on rare-events logistic regression and covid-19 patients were consistent with the main results conclusions muscle strength is an independent risk factor for covid-19 severity in adults 50 years of age and older,Muscle strength is associated with COVID-19 hospitalization in adults 50 years of age and older,http://medrxiv.org/cgi/content/short/2021.02.02.21250909v1?rss=1; https://doi.org/10.1101/2021.02.02.21250909
106851,14.0,0.9196000099182128,"study, treatment, review, use, trial, clinical, evidence, include, drug, search",this systematic review examines current randomized clinical trials of therapeutic agents to treat coronavirus disease 2019 (covid-19),Characteristics of the Multiplicity of Randomized Clinical Trials for Coronavirus Disease 2019 Launched During the Pandemic,https://doi.org/10.1001/jamanetworkopen.2020.15100; https://www.ncbi.nlm.nih.gov/pubmed/32658285/
172814,14.0,0.9010000228881836,"study, treatment, review, use, trial, clinical, evidence, include, drug, search",with the introduction of immunomodulatory drugs proteasome inhibitors and anti-cd38 monoclonal antibodies major improvements have been achieved in the treatment of multiple myeloma (mm) with a significant impact on the outcome of this disease different treatment combinations are now in use and other therapies are being developed based on an extensive review of the recent literature we propose practical recommendations on myeloma management to be used by hematologists as a reference for daily practice,Recommendations on the management of multiple myeloma in 2020.,https://doi.org/10.1080/17843286.2020.1860411; https://www.ncbi.nlm.nih.gov/pubmed/33355041/
72730,14.0,0.8794000148773193,"study, treatment, review, use, trial, clinical, evidence, include, drug, search",there is currently no robust evidence to support prescribing hydroxychloroquine as a treatment or prophylaxis for covid-19,Off-label prescribing in the midst of a pandemic: The case of hydroxychloroquine.,https://doi.org/10.31128/ajgp-covid-06; https://www.ncbi.nlm.nih.gov/pubmed/32279469/
129633,14.0,0.8794000148773193,"study, treatment, review, use, trial, clinical, evidence, include, drug, search",the original version of this article unfortunately contained a mistake the correct information is given below,Correction to: Pre-existing cerebrovascular disease and poor outcomes of COVID-19 hospitalized patients: a meta-analysis,https://doi.org/10.1007/s00415-020-10198-7; https://www.ncbi.nlm.nih.gov/pubmed/32889617/
83998,14.0,0.8741000294685364,"study, treatment, review, use, trial, clinical, evidence, include, drug, search",chloroquine and hydroxychloroquine are both used to treat covid-19 safety data in this specific population is largely unknown in particular cardiologic gastro-intestinal and neuropsychiatric side-effects of (hydroxychloroquine) needs special attention in covid-19 patients,Safety considerations of chloroquine and hydroxychloroquine in treatment of COVID-19,https://doi.org/10.1016/j.cmi.2020.05.006; https://www.ncbi.nlm.nih.gov/pubmed/32422406/; https://www.sciencedirect.com/science/article/pii/S1198743X20302834?v=s5; https://api.elsevier.com/content/article/pii/S1198743X20302834
72621,14.0,0.8623999953269958,"study, treatment, review, use, trial, clinical, evidence, include, drug, search",hydroxychloroquine (hcq) appears to be a promising treatment for covid-19 however all ongoing clinical trials with hcq use different dosing regimens resulting on various concentrations pk studies are therefore needed to define the optimal dosing regimen,Towards Optimization of Hydroxychloroquine Dosing in Intensive Care Unit COVID-19 Patients,https://www.ncbi.nlm.nih.gov/pubmed/32255489/; https://doi.org/10.1093/cid/ciaa394
169719,14.0,0.8392000198364258,"study, treatment, review, use, trial, clinical, evidence, include, drug, search",the source of funding was not included in our original article [],"Erratum: Lasheras, I.; et al. Prevalence of Anxiety in Medical Students during the COVID-19 Pandemic: A Rapid Systematic Review with Meta-Analysis. Int. J. Environ. Res. Public Health 2020, 17, 6603",https://doi.org/10.3390/ijerph17249353; https://www.ncbi.nlm.nih.gov/pubmed/33327669/
88457,14.0,0.8356999754905701,"study, treatment, review, use, trial, clinical, evidence, include, drug, search",background and objective the world is currently experiencing the coronavirus disease-19 (covid-19) pandemic there is no approved drug for the definitive treatment of the disease various drugs are being tried for the treatment of covid-19 including hydroxychloroquine (hcq) this study was performed to systematically review the therapeutic role of hcq in covid-19 from the available literature methods pubmed embase clinicaltrialsgov ictrp (who) cochrane library databases and two pre-print servers (medrxivorg and research square) were searched for clinical studies that evaluated the therapeutic role of hcq on covid-19 until 10 may 2020 the available studies were critically analyzed and the data were extracted results a total of 663 articles were screened and 12 clinical studies (seven peer-reviewed and published studies and five non-peer-reviewed studies from pre-print servers) with a total sample size of 3543 patients were included some of the clinical studies demonstrated good virological and clinical outcomes with hcq alone or in combination with azithromycin in covid-19 patients although the studies had major methodological limitations some of the other studies showed negative results with hcq therapy along with the risk of adverse reactions conclusion the results of efficacy and safety of hcq in covid-19 as obtained from the clinical studies are not satisfactory although many of these studies had major methodological limitations stronger evidence from well-designed robust randomized clinical trials is required before conclusively determining the role of hcq in the treatment of covid-19 clinical prudence is required in advocating hcq as a therapeutic armamentarium in covid-19 electronic supplementary material the online version of this article (101007s40261-020-00927-1) contains supplementary material which is available to authorized users,An Updated Systematic Review of the Therapeutic Role of Hydroxychloroquine in Coronavirus Disease-19 (COVID-19),https://doi.org/10.1007/s40261-020-00927-1; https://www.ncbi.nlm.nih.gov/pubmed/32468425/
170207,14.0,0.8267999887466431,"study, treatment, review, use, trial, clinical, evidence, include, drug, search",background coronavirus disease 2019 (covid-19) has rapidly spread worldwide but safe and effective treatment options remain unavailable numerous systematic reviews of varying qualities have tried to summarize the evidence on the available therapeutic interventions for covid-19 this overview of reviews aims to provide a succinct summary of the findings of systematic reviews on different pharmacological and non-pharmacological therapeutic interventions for covid-19 methods we searched pubmed embase google scholar cochrane database of systematic reviews and who database of publications on covid-19 from 1 december 2019 through to 11 june 2020 for peer-reviewed systematic review studies that reported on potential pharmacological or non-pharmacological therapies for covid-19 quality assessment was completed using a measurement tool to assess systematic reviews-2 (amstar-2) measure results out of 816 non-duplicate studies 45 were included in the overview antiviral and antibiotic agents corticosteroids and anti-malarial agents were the most common drug classes used to treat covid-19; however there was no direct or strong evidence to support their efficacy oxygen therapy and ventilatory support was the most common non-pharmacological supportive care the quality of most of the included reviews was rated as low or critically low conclusion this overview of reviews demonstrates that although some therapeutic interventions may be beneficial to specific subgroups of covid-19 patients the available data are insufficient to strongly recommend any particular treatment option to be used at a population level future systematic reviews on covid-19 treatments should adhere to the recommended systematic review methodologies and ensure that promptness and comprehensiveness are balanced the reviews of this paper are available via the supplemental material section,Therapeutic interventions for COVID-19: a living overview of reviews,https://doi.org/10.1177/1753466620976021; https://www.ncbi.nlm.nih.gov/pubmed/33326318/
73625,14.0,0.8174999952316284,"study, treatment, review, use, trial, clinical, evidence, include, drug, search",drugs that are specifically efficacious against sars-cov-2 have yet to be established chloroquine and hydroxychloroquine have garnered considerable attention for their potential to treat coronavirus disease 2019 (covid-19) increasing evidence obtained from completed clinical studies indicates the prospects for chloroquinehydroxychloroquine to treat covid-19 more randomized control clinical studies are warranted to determine the feasibility of these two drugs in treating covid-19,Update on use of chloroquine/hydroxychloroquine to treat coronavirus disease 2019 (COVID-19).,https://doi.org/10.5582/bst.2020.03072; https://www.ncbi.nlm.nih.gov/pubmed/32281583/
102760,14.0,0.8098000288009644,"study, treatment, review, use, trial, clinical, evidence, include, drug, search",background the aim of this study is to assess the efficacy and safety of clomifene citrate combined bushen culuan decoction (ccbcd) in treating infertility caused by polycystic ovary syndrome (pcos) methods we will carry out this study to identify eligible randomized controlled trials (rcts) in cochrane library pubmed embase web of science cinahl and china national knowledge infrastructure from inception to the present there are no limitations to the language and publication time we will perform study selection data extraction and study quality assessment if possible a meta-analysis will be developed to judge the comparative efficacy and safety of ccbcd with other treatments results the results of this study will summarize current high quality rcts to provide direct evidence of ccbcd in treating infertility in patients with pcos conclusion this study may provide evidence to determine whether ccbcd is effective and safe or not for the treatment of infertility caused by pcos study registration inplasy202050090,Efficacy of clomifene citrate combined Bushen Culuan Decoction for the treatment of infertility caused by polycystic ovary syndrome: A protocol of systematic review.,https://doi.org/10.1097/md.0000000000020969; https://www.ncbi.nlm.nih.gov/pubmed/32629707/
80052,14.0,0.8076000213623047,"study, treatment, review, use, trial, clinical, evidence, include, drug, search",context and objective coronavirus disease 2019 (covid-19) has emerged in china in december 2019 and rapidly spread although extraordinary efforts have been made on research regarding pharmacological interventions none have proven effective this is the protocol for a rapid living systematic review that aims to compare the effectiveness and safety of different pharmacological interventions for the treatment of covid-19 methods rapid living systematic review methodology with network meta-analysis following the recommendations of cochrane handbook we will include randomized controlled trials (rct) and quasi-rcts that evaluate single andor combined pharmacological interventions at any dose for the treatment of covid-19 we will search pubmed embase cochrane central register of controlled trials (central) lilacs scopus and scielo to identify potentially eligible studies no language restrictions will be used in the selection we will perform the critical appraisal of included studies with the risk of bias tool and the certainty of evidence will be evaluated using the grading of recommendations assessment development and evaluation (grade),Pharmacological interventions for COVID-19: Protocol for a Rapid Living Systematic Review with network meta-analysis,http://medrxiv.org/cgi/content/short/2020.05.02.20088823v1?rss=1; https://doi.org/10.1101/2020.05.02.20088823
69615,14.0,0.8070999979972839,"study, treatment, review, use, trial, clinical, evidence, include, drug, search",the original version of this article unfortunately contained a mistake,Correction to: COVID-19: a novel coronavirus and a novel challenge for critical care,https://doi.org/10.1007/s00134-020-06009-2; https://www.ncbi.nlm.nih.gov/pubmed/32189010/
81180,14.0,0.8070999979972839,"study, treatment, review, use, trial, clinical, evidence, include, drug, search",the original version of this article unfortunately contained a mistake,"Correction to: Predictors of localization, outcome, and etiology of spontaneous intracerebral hemorrhages: focus on cerebral amyloid angiopathy.",https://doi.org/10.1007/s00702-020-02195-x; https://www.ncbi.nlm.nih.gov/pubmed/32388795/
101518,14.0,0.8070999979972839,"study, treatment, review, use, trial, clinical, evidence, include, drug, search",the original version of this article unfortunately contained a mistake,Correction to: Epidemiology and patient predictors of infection and sepsis in the prehospital setting.,https://doi.org/10.1007/s00134-020-06164-6; https://www.ncbi.nlm.nih.gov/pubmed/32607681/
153195,14.0,0.8070999979972839,"study, treatment, review, use, trial, clinical, evidence, include, drug, search",two recent studies arrive at different conclusions,Do Low Vitamin D Levels Increase COVID-19 Risk?,https://doi.org/10.1097/01.naj.0000721884.47230.b1; https://www.ncbi.nlm.nih.gov/pubmed/33105209/
160022,14.0,0.8070999979972839,"study, treatment, review, use, trial, clinical, evidence, include, drug, search",the original version of this article unfortunately contained a mistake,Correction to: 2019 Novel coronavirus: where we are and what we know,https://www.ncbi.nlm.nih.gov/pubmed/33210242/; https://doi.org/10.1007/s15010-020-01552-y
117108,14.0,0.8070999979972839,"study, treatment, review, use, trial, clinical, evidence, include, drug, search",the original version of this article unfortunately contained a mistake,"Correction to: The mystery of “missing” visits in an emergency cardiology department, in the era of COVID-19.; a time-series analysis in a tertiary Greek General Hospital",https://www.ncbi.nlm.nih.gov/pubmed/32770261/; https://doi.org/10.1007/s00392-020-01716-8
152100,14.0,0.8064000010490417,"study, treatment, review, use, trial, clinical, evidence, include, drug, search",there has been a total of four randomized controlled trials investigating on the effectiveness of remdesivir1-4 this article is protected by copyright all rights reserved,Effect of remdesivir on mortality in patients with COVID-19: A meta-analysis of randomized control trials.,https://doi.org/10.1002/jmv.26638; https://www.ncbi.nlm.nih.gov/pubmed/33118617/
222836,14.0,0.8019000291824341,"study, treatment, review, use, trial, clinical, evidence, include, drug, search",chloroquine (cq) and its derivative hydroxychloroquine (hcq) have attracted wide attention for treating coronavirus disease 2019 (covid-19) however conflicting outcomes have been found in covid-19 clinical trials after treatment with cq or hcq to date it remains uncertain whether cq and hcq are beneficial antiviral drugs for combating covid-19 we performed a systematic review to depict the efficacy of cq or hcq for the treatment of covid-19 the guidelines of prisma were used to conduct this systematic review we searched through articles from pubmed web of science and other sources that were published from 1 january 2020 to 31 october 2020 the search terms included combinations of human covid-19 cq and hcq eleven qualitative articles comprising of four clinical trials and seven observation studies were utilized in our systematic review the analysis shows that cq and hcq do not have efficacy in treatment of patients with severe covid-19 in addition cq and hcq have caused life-threatening adverse reactions which included cardiac arrest electrocardiogram modification and qtc prolongation particularly during the treatment of patients with severe covid-19 our systematic review suggested that cq and hcq are not beneficial antiviral drugs for curing patients with severe covid-19 the treatment effect of cq and hcq is not only null but also causes serious side effects which may cause potential cardiotoxicity in severe covid-19 patients,Chloroquine and Hydroxychloroquine: Efficacy in the Treatment of the COVID-19,https://doi.org/10.3390/pathogens10020217; https://www.ncbi.nlm.nih.gov/pubmed/33671315/
138524,15.0,0.9847000241279602,"risk, procedure, mask, surgical, use, surgery, infection, transmission, hcw, exposure",[this corrects the article doi 101016jjcot201906008][this corrects the article doi 101016jjcot202006004][this corrects the article doi 101016jjcot201902004][this corrects the article doi 101016jjcot202005011][this corrects the article doi 101016jjcot202006009][this corrects the article doi 101016jjcot201810001][this corrects the article doi 101016jjcot201909025][this corrects the article doi 101016jjcot202004026][this corrects the article doi 101016jjcot201903007][this corrects the article doi 101016jjcot201808009][this corrects the article doi 101016jjcot202005040][this corrects the article doi 101016jjcot201809017][this corrects the article doi 101016jjcot201905010][this corrects the article doi 101016jjcot201807013][this corrects the article doi 101016jjcot201810002][this corrects the article doi 101016jjcot201809008][this corrects the article doi 101016jjcot201805002][this corrects the article doi 101016jjcot201903014][this corrects the article doi 101016jjcot202002007][this corrects the article doi 101016jjcot202004028][this corrects the article doi 101016jjcot201906009][this corrects the article doi 101016jjcot201807008][this corrects the article doi 101016jjcot202003014][this corrects the article doi 101016jjcot202001013][this corrects the article doi 101016jjcot202006023][this corrects the article doi 101016jjcot201909014][this corrects the article doi 101016jjcot202004024][this corrects the article doi 101016jjcot202004002][this corrects the article doi 101016jjcot201901027][this corrects the article doi 101016jjcot201808012][this corrects the article doi 101016jjcot201807005][this corrects the article doi 101016jjcot202005001][this corrects the article doi 101016jjcot201808019][this corrects the article doi 101016jjcot201905013][this corrects the article doi 101016jjcot201904018][this corrects the article doi 101016jjcot201908010][this corrects the article doi 101016jjcot202003028][this corrects the article doi 101016jjcot201908021][this corrects the article doi 101016jjcot201906007][this corrects the article doi 101016jjcot201808015][this corrects the article doi 101016jjcot202003011][this corrects the article doi 101016jjcot201901029][this corrects the article doi 101016jjcot201807020][this corrects the article doi 101016jjcot201805015][this corrects the article doi 101016jjcot202005007][this corrects the article doi 101016jjcot202003022][this corrects the article doi 101016jjcot201901009][this corrects the article doi 101016jjcot201902006][this corrects the article doi 101016jjcot201812001][this corrects the article doi 101016jjcot201901007][this corrects the article doi 101016jjcot201809014][this corrects the article doi 101016jjcot201904015][this corrects the article doi 101016jjcot202006044][this corrects the article doi 101016jjcot202004033][this corrects the article doi 101016jjcot201807002][this corrects the article doi 101016jjcot202003010][this corrects the article doi 101016jjcot201808005][this corrects the article doi 101016jjcot201807017][this corrects the article doi 101016jjcot201807007][this corrects the article doi 101016jjcot202007007][this corrects the article doi 101016jjcot201905014][this corrects the article doi 101016jjcot202006025],Erratum Regarding Previously Published Articles,https://doi.org/10.1016/j.jcot.2020.09.032; https://www.sciencedirect.com/science/article/pii/S0976566220304665?v=s5; https://api.elsevier.com/content/article/pii/S0976566220304665; https://www.ncbi.nlm.nih.gov/pubmed/33013141/
164521,15.0,0.9517999887466432,"risk, procedure, mask, surgical, use, surgery, infection, transmission, hcw, exposure",[this corrects the article doi 101016jjctube2020100164][this corrects the article doi 101016jjctube201804003][this corrects the article doi 101016jjctube201804005][this corrects the article doi 101016jjctube201810001][this corrects the article doi 101016jjctube2019100107][this corrects the article doi 101016jjctube2020100168][this corrects the article doi 101016jjctube201806004][this corrects the article doi 101016jjctube201805001][this corrects the article doi 101016jjctube201712004][this corrects the article doi 101016jjctube201804004][this corrects the article doi 101016jjctube2020100161][this corrects the article doi 101016jjctube2019100101][this corrects the article doi 101016jjctube2019100118][this corrects the article doi 101016jjctube201712002][this corrects the article doi 101016jjctube2019100117][this corrects the article doi 101016jjctube2020100148][this corrects the article doi 101016jjctube201712005][this corrects the article doi 101016jjctube201802001][this corrects the article doi 101016jjctube201806007],Erratum regarding previously published articles.,https://doi.org/10.1016/j.jctube.2020.100177; https://www.ncbi.nlm.nih.gov/pubmed/32964144/
64052,15.0,0.9397000074386596,"risk, procedure, mask, surgical, use, surgery, infection, transmission, hcw, exposure",[this corrects the article doi 101016jjcot201903010][this corrects the article doi 101016jjcot201904005][this corrects the article doi 101016jjcot202006040][this corrects the article doi 101016jjcot201804014][this corrects the article doi 101016jjcot201811011][this corrects the article doi 101016jjcot201802004][this corrects the article doi 101016jjcot201904022][this corrects the article doi 101016jjcot201810008][this corrects the article doi 101016jjcot201806001][this corrects the article doi 101016jjcot201810016][this corrects the article doi 101016jjcot201808010][this corrects the article doi 101016jjcot201810011][this corrects the article doi 101016jjcot201901016][this corrects the article doi 101016jjcot201901018][this corrects the article doi 101016jjcot202004019],Erratum regarding missing declaration of competing interest statements in previously published articles.,https://doi.org/10.1016/j.jcot.2020.10.024; https://www.ncbi.nlm.nih.gov/pubmed/33192027/
202123,15.0,0.935699999332428,"risk, procedure, mask, surgical, use, surgery, infection, transmission, hcw, exposure",[this corrects the article doi 101016jtoxrep201808020][this corrects the article doi 101016jtoxrep201901001][this corrects the article doi 101016jtoxrep201906013][this corrects the article doi 101016jtoxrep201801007][this corrects the article doi 101016jtoxrep201803001][this corrects the article doi 101016jtoxrep201906017][this corrects the article doi 101016jtoxrep201802002][this corrects the article doi 101016jtoxrep201811007][this corrects the article doi 101016jtoxrep201906014][this corrects the article doi 101016jtoxrep201906007][this corrects the article doi 101016jtoxrep201808019][this corrects the article doi 101016jtoxrep201908009][this corrects the article doi 101016jtoxrep201906021][this corrects the article doi 101016jtoxrep201906016],Erratum regarding missing Declaration of Competing Interest statements in previously published articles.,https://doi.org/10.1016/j.toxrep.2020.12.007; https://www.ncbi.nlm.nih.gov/pubmed/33384945/
90157,15.0,0.8070999979972839,"risk, procedure, mask, surgical, use, surgery, infection, transmission, hcw, exposure",shortages of vital ppe during the covid-19 pandemic,Where Are the Masks?,https://doi.org/10.1097/01.naj.0000668700.23009.1e; https://www.ncbi.nlm.nih.gov/pubmed/32443114/
53586,15.0,0.8057000041007996,"risk, procedure, mask, surgical, use, surgery, infection, transmission, hcw, exposure",in the context of the covid-19 pandemic endoscopy services must adopt preventive measures to maintain proper functioning due to a high risk of disease contagion triage protocols before and after the procedure personal protective equipment and environmental contamination control are some of the endoscopy society's recommendations however the risk of infection may remain high due to poor control over the source of contaminationusing a combination of standardized supplies and accessories in a hospital a ventilation mask adapted to be used in endoscopic procedures is proposed to reduce covid-19 contamination,Ventilation mask adapted for endoscopy during the COVID-19 pandemic.,https://doi.org/10.1590/1806-9282.66.s2.55; https://www.ncbi.nlm.nih.gov/pubmed/32965357/
139566,15.0,0.7820000052452087,"risk, procedure, mask, surgical, use, surgery, infection, transmission, hcw, exposure",exemptions of respiratory patients on the compulsory use of face masks for covid-19 pandemic are not evidence-based,"Face masks, respiratory patients and COVID-19",https://www.ncbi.nlm.nih.gov/pubmed/32994197/; https://doi.org/10.1183/13993003.03325-2020
105613,15.0,0.7671999931335449,"risk, procedure, mask, surgical, use, surgery, infection, transmission, hcw, exposure",background fibre-optic nasoendoscopy and fibre-optic laryngoscopy are high-risk procedures in the coronavirus disease 2019 era as they are potential aerosol-generating procedures barrier protection remains key to preventing transmission methods a device was developed that patients can wear to reduce potential aerosol contamination of the surroundings conclusion this device is simple reproducible easy to use economical and well-tolerated full personal protection equipment should additionally be worn by the operator,Reducing potential aerosol generation in flexible nasolaryngoscopy: a novel method,https://www.ncbi.nlm.nih.gov/pubmed/32641171/; https://doi.org/10.1017/s0022215120001413
47885,15.0,0.7605000138282776,"risk, procedure, mask, surgical, use, surgery, infection, transmission, hcw, exposure",performing medical procedures with the use of personal protective equipment may reduce the efficiency of medical procedures performed for example as with the current use of respiratory protection devices including n95 or surgical masks healthcare workers (hcws) using n95 respirators or medical masks may experience discomfort associated with wearing a mask when performing medical procedures in particular those associated with increased physical activity causing increased respiratory effort,Should emergency medical service stuff use respirators with filtered valve in COVID-19 pandemic?,https://doi.org/10.5603/arm.a2020.0167; https://www.ncbi.nlm.nih.gov/pubmed/33393663/
72498,15.0,0.7585999965667725,"risk, procedure, mask, surgical, use, surgery, infection, transmission, hcw, exposure",• respirators used for covid-19 protection have not been tested for mr safety • three of four respirators tested contained ferromagnetic components • these respirators are ‘mr unsafe’ • respirators used for covid-19 protection should be reviewed locally for mr safety • surgical masks offer a who approved safe alternative for mr staff,Respirators and surgical facemasks for COVID-19: implications for MRI,https://www.ncbi.nlm.nih.gov/pubmed/32299617/; https://www.sciencedirect.com/science/article/pii/S0009926020301318; https://api.elsevier.com/content/article/pii/S0009926020301318; https://doi.org/10.1016/j.crad.2020.03.029
109670,15.0,0.7548999786376953,"risk, procedure, mask, surgical, use, surgery, infection, transmission, hcw, exposure",epistaxis management on covid‐19 patients is concerning for otolaryngologists due to the highly virulence and increased concentration within respiratory droplets and nasal secretions authors suggest initial management with oxymetazoline nasal drops and local pressure before considering nasal packing with absorbable material to prevent covid‐19 transmission to surrounding healthcare workers,Epistaxis management on COVID‐19–positive patients: Our early case experience and treatment,https://doi.org/10.1002/ccr3.3137; https://www.ncbi.nlm.nih.gov/pubmed/32837722/
